Mixed Prime,000220,p=1,v=5,"1^^-2^-3-4-5^^",-3,19,-21,111,-153,697,-1123,4511,
Mixed Prime,000221,p=1,v=5,"1^-2^-3=4-5^^",-3,19,-21,115,-173,799,-1501,5955,
Mixed Prime,000222,p=1,v=5,"1^-2^-4=5-3^-1",-3,19,-21,119,-153,757,-1095,4847,
Mixed Prime,000223,p=1,v=5,"1^^-2^-3^-4^-5",-3,19,-21,119,-173,829,-1487,6127,
Mixed Prime,000224,p=1,v=5,"1^^-2^-3=4-5^",-3,19,-21,123,-173,859,-1473,6307,
Mixed Prime,000225,p=1,v=5,"1^^-2-3^ 2-4=5^",-3,19,-27,115,-223,787,-1795,5731,
Mixed Prime,000226,p=1,v=5,"1^^-2^-3-4=5-3",-3,21,-9,137,-23,981,-3,7297,
Mixed Prime,000227,p=1,v=5,"1^^-2^-3^-4=5",-3,21,-15,141,-103,1029,-843,7781,
Mixed Prime,000228,p=1,v=5,"1^^-2^-3-4^^ 3-5",-3,21,-21,137,-163,957,-1319,6881,
Mixed Prime,000229,p=1,v=5,"1^^-2-3^-5=4-2",-3,21,-21,145,-183,1101,-1711,8785,
Mixed Prime,000230,p=1,v=5,"1-2^-3-4^^ 3-5^^",-3,21,-21,121,-163,813,-1375,5921,
Mixed Prime,000231,p=1,v=5,"1^^-2^-3-4=5^",-3,21,-27,133,-223,909,-1767,6373,
Mixed Prime,000232,p=1,v=5,"1^^-2-3^-4=5^",-3,21,-27,117,-223,765,-1767,5445,
Mixed Prime,000233,p=1,v=5,"1^^-2-3^^ 2-4=5",-3,23,-15,147,-83,1055,-591,7971,
Mixed Prime,000234,p=1,v=5,"1^^-2-3=4-5^^",-3,23,-21,139,-153,935,-1193,6595,
Mixed Prime,000235,p=1,v=5,"1^^-2=3-4=5^",-3,25,-27,165,-243,1225,-2187,9605,
Mixed Prime,000236,p=1,v=5,"1^-2-3-4-5^",3,11,21,55,133,341,871,2255,
Mixed Prime,000237,p=1,v=5,"1^-2-3-4^ 3-5",3,13,21,65,143,397,983,2641,
Mixed Prime,000238,p=1,v=5,"1-2-3-4^ 3-5^",3,13,21,73,163,493,1263,3617,
Mixed Prime,000239,p=1,v=5,"1^-2-3-5-4-2",3,13,21,77,183,577,1557,4613,
Mixed Prime,000240,p=1,v=5,"1^-2-3-4-5-3",3,13,27,81,213,613,1725,4961,
Mixed Prime,000241,p=1,v=5,"1^-2-3-4^-5",3,15,21,71,133,381,815,2159,
Mixed Prime,000242,p=1,v=5,"1^-2-3^-4-5",3,15,21,79,153,489,1123,3295,
Mixed Prime,000243,p=1,v=5,"1^-2-4-5-3-1",3,15,21,79,163,525,1291,3839,
Mixed Prime,000244,p=1,v=5,"1^-2^-3-4-5",3,15,21,87,173,597,1431,4463,
Mixed Prime,000245,p=1,v=5,"1^-2-3-4-2 4-5",3,15,27,87,213,621,1683,4815,
Mixed Prime,000246,p=1,v=5,"1-2-5-3-4-5 1-3",3,15,27,95,243,765,2187,6655,
