Primes,000151,p=1,v=5,"2ooB 2oAC  oBB 2__  3    ","","1^^-2-3-4-5^^",-1,19,-7,103,-31,589,-85,3439,137,20299,4685,120757,
Primes,000152,p=1,v=5,"2oBC 2OOA  oAA 2_   3    ","","1-2^-4=5-3^-1",-1,19,-7,103,-51,613,-365,3823,-2671,24459,-19823,158821,
Primes,000153,p=1,v=5," ooB  oAD  oDE  oBC  ooC  __  2_   2    ","","1^^-2^-3-4^-5",-1,19,-7,103,-71,637,-645,4207,-5479,28779,-44683,200917,
Primes,000154,p=1,v=5,"2oBC 2OOA  oAA  _    _ _ 2       _ ","","1~2^-4=5-3^-1",-1,19,-7,103,-91,661,-925,4591,-8287,33259,-69895,247045,
Primes,000155,p=1,v=5," ooE  ooC  BDD  CCE  oAD  __    _  3    ","","1^^-2-3=4-5^",-1,19,-7,107,-31,643,-99,3971,-79,24899,2485,157715,
Primes,000156,p=1,v=5," oCE  oDD  ADE  BBC  oAC 2_   3    ","","1^-2-3-1 3-4=5^",-1,19,-7,107,-71,691,-659,4739,-5767,33459,-48555,240083,
Primes,000157,p=1,v=5," oBC  oAE  ADD  CCE  oBD 2_   3    ","","1^-2^-4=5-3-1",-1,19,-7,111,-31,697,-113,4511,-295,29679,241,197253,
Primes,000158,p=1,v=5," oBC  oAE  ADD  CCE  oBD 2_        2  _ ","","1^-2^-4=5~3-1",-1,19,-7,111,-71,745,-673,5279,-6055,38319,-52471,281829,
Primes,000159,p=1,v=5," ooC  ooE  ADD  CCE  oBD  __    _  3    ","","1^-2-3=4-5^^",-1,19,-7,115,-71,799,-687,5827,-6343,43359,-56431,326179,
Primes,000160,p=1,v=5," ooB  oAC  oBD  oCE  ooD  __  2_   2    ","","1^^-2^-3^-4-5",-1,19,-7,127,-51,937,-449,7135,-4183,54999,-38699,426373,
Primes,000161,p=1,v=5," oBB 2OAC 2OOB 2_    _ _         _ ","","1^-2~3-1 2~4=5-3",-1,19,-13,135,-131,1069,-1373,8815,-13981,74299,-137743,635445,
Primes,000162,p=1,v=5," oBB 2OAC 2OOB 3_   2    ","","1^-2~3-1 2-4=5-3",-1,19,-13,103,-91,589,-589,3439,-3757,20299,-23959,120757,
Primes,000163,p=1,v=5," ooC  oCD  ABD  BCE  ooD 2__    _  2    ","","1^^-2~3^-4-2 4-5",-1,19,-13,119,-111,829,-981,6063,-8725,45619,-76627,349685,
